Rank,Club,Country,Level,Elo,From,To
None,Virtus Lanciano,ITA,2,1355.63098145,2016-06-09,2016-07-01
None,Bourg-Peronnas,FRA,2,1355.05249023,2016-05-14,2016-07-27
None,Kairat,KAZ,0,1354.61315918,2015-12-09,2016-06-30
None,Modena,ITA,2,1353.50170898,2016-05-21,2016-07-01
None,Slovan Bratislava,SLK,0,1351.68847656,2015-08-28,2016-06-28
None,Sigma Olomouc,CZE,1,1350.35375977,2016-05-15,2016-07-01
None,Chiajna,ROM,1,1350.328125,2016-05-30,2016-07-14
None,Panetolikos,GRE,1,1349.96691895,2016-04-18,2016-07-14
None,Westerlo,BEL,1,1349.22302246,2016-03-18,2016-07-14
None,Mattersburg,AUT,1,1346.53320312,2016-05-16,2016-06-30
None,MK Dons,ENG,2,1345.69299316,2016-05-19,2016-07-01
None,Aberdeen,SCO,1,1345.56066895,2016-05-16,2016-06-30
None,Beroe Stara Zagora,BUL,1,1343.95800781,2016-05-29,2016-06-30
None,Willem II,NED,1,1343.28381348,2016-05-09,2016-07-26
None,Jagiellonia,POL,1,1341.51660156,2016-05-15,2016-06-30
None,Roda,NED,1,1341.22363281,2016-05-09,2016-07-26
None,Helsingborg,SWE,1,1339.7890625,2016-05-30,2016-06-30
None,Tescoma Zlin,CZE,1,1338.55212402,2016-05-15,2016-07-14
None,Iraklis,GRE,1,1336.98168945,2016-04-18,2016-07-14
None,Kalmar,SWE,1,1336.14892578,2016-05-30,2016-06-30
None,Novi Sad,SRB,1,1336.09204102,2016-05-22,2016-06-30
None,Sheriff Tiraspol,MOL,0,1335.66748047,2015-08-28,2016-06-28
None,Bolton,ENG,2,1335.56433105,2016-05-19,2016-07-01
None,Levski,BUL,1,1335.12316895,2016-05-29,2016-06-30
None,Nordsjaelland,DEN,1,1332.29821777,2016-05-30,2016-06-30
None,Videoton,HUN,1,1332.21777344,2016-05-01,2016-06-30
None,Korona,POL,1,1331.1217041,2016-05-15,2016-06-30
None,Valerenga,NOR,1,1330.7076416,2016-05-30,2016-06-30
None,Viborg,DEN,1,1330.54943848,2016-05-30,2016-06-30
None,Beveren,BEL,1,1329.84814453,2016-05-08,2016-07-14
None,Como,ITA,2,1328.44873047,2016-05-21,2016-07-01
None,Lok Zagreb,CRO,1,1328.37512207,2016-05-15,2016-06-30
None,Haugesund,NOR,1,1327.54626465,2016-05-30,2016-06-30
None,Aarhus,DEN,1,1326.65441895,2016-05-30,2016-06-30
None,Torpedo Zhodino,BLR,1,1326.47766113,2016-06-05,2016-06-10
None,St Truiden,BEL,1,1326.14123535,2016-05-08,2016-07-14
None,De Graafschap,NED,1,1322.20483398,2016-05-09,2016-07-01
None,Creteil,FRA,2,1321.10876465,2016-05-14,2016-07-01
None,Sarpsborg,NOR,1,1318.81896973,2016-05-29,2016-06-30
None,Gornik,POL,1,1317.50671387,2016-05-15,2016-06-30
None,Mersin Idman,TUR,1,1316.96276855,2016-05-19,2016-07-01
None,Voluntari,ROM,1,1316.81335449,2016-05-30,2016-07-14
None,St Johnstone,SCO,1,1314.81958008,2016-05-16,2016-06-30
None,Excelsior,NED,1,1314.13476562,2016-05-09,2016-07-26
None,Inverness,SCO,1,1313.06030273,2016-05-15,2016-06-30
None,Slaven Belupo,CRO,1,1312.6138916,2016-05-15,2016-06-30
None,Sundsvall,SWE,1,1312.18286133,2016-05-29,2016-06-30
None,Veria,GRE,1,1312.0604248,2016-04-18,2016-07-14
None,Paris FC,FRA,2,1311.42736816,2016-05-14,2016-07-01
None,Esbjerg,DEN,1,1310.5267334,2016-05-30,2016-06-30
None,Split 1912,CRO,1,1310.4552002,2016-05-15,2016-06-30
None,Nieciecza,POL,1,1310.19921875,2016-05-15,2016-06-30
None,H Tel Aviv,ISR,1,1309.34899902,2016-05-16,2016-06-30
None,Ruch,POL,1,1307.53027344,2016-05-16,2016-06-30
None,Stabaek,NOR,1,1306.28259277,2016-05-30,2016-06-30
None,Hearts,SCO,1,1305.94360352,2016-05-16,2016-06-30
None,M Petach Tikva,ISR,1,1304.58081055,2016-05-16,2016-06-30
None,Gornik Leczna,POL,1,1302.82507324,2016-05-15,2016-06-30
None,FK Minsk,BLR,1,1301.8873291,2016-06-06,2016-06-10
None,Hammarby,SWE,1,1300.44604492,2016-05-30,2016-06-30
None,Inter Zapresic,CRO,1,1300.1875,2016-05-14,2016-06-30
None,Debrecen,HUN,1,1298.52319336,2016-05-01,2016-06-30
None,Brann,NOR,1,1298.04650879,2016-05-30,2016-06-30
None,Ordabasy,KAZ,0,1297.50500488,2015-12-09,2016-06-30
None,Podbeskidzie,POL,1,1297.03063965,2016-05-15,2016-06-30
None,Aalesund,NOR,1,1296.41870117,2016-05-30,2016-06-30
None,Petrolul Ploiesti,ROM,1,1295.99926758,2016-05-30,2016-07-01
None,FK Sarajevo,BHZ,0,1295.4440918,2015-08-07,2016-06-30
None,Bobruisk,BLR,1,1292.75646973,2016-06-04,2016-06-10
None,Kiryat Shmona,ISR,1,1292.7064209,2016-05-17,2016-06-30
None,Cukaricki,SRB,1,1291.72692871,2016-05-22,2016-06-30
None,Uzhgorod,UKR,1,1290.83447266,2016-05-15,2016-07-01
None,Bnei Yehuda,ISR,1,1282.62854004,2016-05-17,2016-06-30
None,Domzale,SVN,1,1281.71447754,2016-05-22,2016-06-30
None,Zeljeznicar,BHZ,0,1280.13098145,2015-08-07,2016-06-30
None,Cambuur,NED,1,1275.97290039,2016-05-09,2016-07-01
None,Tromso,NOR,1,1274.64416504,2016-05-29,2016-06-30
None,Banik Ostrava,CZE,1,1272.21411133,2016-05-15,2016-07-01
None,Joenkoeping,SWE,1,1270.0949707,2016-05-29,2016-06-30
None,Sogndal,NOR,1,1269.64477539,2016-05-30,2016-06-30
None,Raanana,ISR,1,1267.0859375,2016-05-22,2016-06-30
None,Bodoe Glimt,NOR,1,1264.671875,2016-05-30,2016-06-30
None,Skenderbeu,ALB,0,1260.42932129,2015-12-11,2016-06-28
None,Granit Mikashevichy,BLR,1,1260.07580566,2016-06-10,2016-06-15
None,Olimpik Sarajevo,BHZ,0,1259.38269043,2015-08-07,2016-06-30
None,Ostersund,SWE,1,1257.78076172,2016-05-29,2016-06-30
None,HJK Helsinki,FIN,0,1257.16577148,2015-08-28,2016-06-30
None,Hobro,DEN,1,1256.85229492,2016-05-30,2016-06-30
None,Hafnarfjoerdur,ISL,0,1256.55529785,2015-07-24,2016-06-30
None,Celje,SVN,1,1255.31225586,2016-05-22,2016-06-30
None,Osijek,CRO,1,1254.7598877,2016-05-14,2016-06-30
None,Kukesi,ALB,0,1254.73815918,2015-12-11,2016-06-28
None,Panthrakikos,GRE,1,1252.28710938,2016-04-18,2016-07-01
None,Kfar-Saba,ISR,1,1250.81506348,2016-05-15,2016-06-30
None,Nis,SRB,1,1250.5526123,2016-05-22,2016-06-30
None,Slavia Sofia,BUL,1,1248.94836426,2016-05-29,2016-06-30
None,Gefle,SWE,1,1248.00927734,2016-05-30,2016-06-30
None,Timisoara,ROM,1,1246.97143555,2016-05-30,2016-07-14
None,Motherwell,SCO,1,1246.59472656,2016-05-16,2016-06-30
None,Kallonis,GRE,1,1246.07177734,2016-04-18,2016-07-01
None,Dundee,SCO,1,1245.49108887,2016-05-15,2016-06-30
None,Ross County,SCO,1,1242.43725586,2016-05-16,2016-06-30
None,Hapoel Haifa,ISR,1,1239.69140625,2016-05-17,2016-06-30
None,Partick,SCO,1,1236.09655762,2016-05-15,2016-06-30
None,Nova Gorica,SVN,1,1234.66992188,2016-05-22,2016-06-30
None,KR Reykjavik,ISL,0,1232.96765137,2015-07-24,2016-06-30
None,Stjarnan,ISL,0,1232.71337891,2015-07-24,2016-06-30
None,Ujpest,HUN,1,1232.67626953,2016-05-01,2016-06-30
None,M Zaporizhya,UKR,1,1232.44311523,2016-05-06,2016-07-01
None,Acco Acre,ISR,1,1230.70947266,2016-05-17,2016-06-30
None,MTK,HUN,1,1229.28845215,2016-05-01,2016-06-30
None,Lok Plovdiv,BUL,1,1227.14660645,2016-05-29,2016-06-30
None,Batumi,GEO,0,1226.96899414,2015-07-22,2016-06-30
None,Dila Gori,GEO,0,1225.21289062,2015-07-22,2016-06-30
None,Novopolotsk,BLR,1,1223.78295898,2016-06-10,2016-06-15
None,Zrinjski Mostar,BHZ,0,1222.48364258,2015-08-07,2016-06-30
None,Tskhinvali,GEO,0,1221.99743652,2015-07-22,2016-06-30
None,Milsami Orhei,MOL,0,1221.93115234,2015-08-28,2016-06-28
None,Dacia Chisinau,MOL,0,1218.96704102,2015-08-28,2016-06-28
None,Neman Grodno,BLR,1,1216.76367188,2016-06-10,2016-06-16
None,Slutsk,BLR,1,1216.15222168,2016-06-10,2016-06-15
None,Falkenbergs,SWE,1,1216.04797363,2016-05-30,2016-06-30
None,Paksi,HUN,1,1214.78442383,2016-05-01,2016-06-30
None,Krumkachy,BLR,1,1214.30566406,2016-06-10,2016-06-15
None,Saxan,MOL,0,1211.08422852,2015-08-28,2016-06-28
None,Borac Cacak,SRB,1,1209.45581055,2016-05-22,2016-06-30
None,Rudar Velenje,SVN,1,1209.38049316,2016-05-22,2016-06-30
None,Dinamo Tbilisi,GEO,0,1204.24719238,2015-07-22,2016-06-30
None,Hamilton,SCO,1,1204.14575195,2016-05-15,2016-06-30
None,Cherno More,BUL,1,1203.2947998,2016-05-23,2016-06-30
None,Dundee United,SCO,1,1202.96618652,2016-05-15,2016-06-30
None,FK Vitebsk,BLR,1,1200.55554199,2016-06-10,2016-06-15
None,Honved,HUN,1,1199.33666992,2016-05-01,2016-06-30
None,Diosgyori,HUN,1,1198.0748291,2016-05-01,2016-06-30
None,Vozdovac Beograd,SRB,1,1195.65893555,2016-05-22,2016-06-30
None,Rovaniemi,FIN,0,1194.33984375,2016-01-01,2016-06-30
None,Mariehamn,FIN,0,1194.33984375,2016-01-01,2016-06-30
None,Ventspils,LAT,0,1194.33447266,2015-07-24,2016-06-30
None,Koper,SVN,1,1193.03942871,2016-05-22,2016-06-30
None,Haladas,HUN,1,1191.36877441,2016-05-01,2016-06-30
None,Zlatibor,SRB,1,1189.88525391,2016-05-22,2016-06-30
None,Gorodeya,BLR,1,1188.37158203,2016-06-10,2016-06-16
None,Slavia Mozyr,BLR,1,1188.26525879,2016-06-06,2016-06-10
None,Rabotnicki,MAC,0,1187.9901123,2015-08-28,2016-06-28
None,Botev Plovdiv,BUL,1,1187.73962402,2016-05-28,2016-06-30
None,NK Zagreb,CRO,1,1184.09033203,2016-05-15,2016-06-30
None,Partizani Tirana,ALB,0,1182.83288574,2015-12-11,2016-06-28
None,Start,NOR,1,1182.72961426,2016-05-30,2016-06-30
None,Seinajoki,FIN,0,1182.48669434,2015-08-28,2016-06-30
None,Rad,SRB,1,1181.86218262,2016-05-22,2016-06-30
None,Istra 1961,CRO,1,1174.13256836,2016-05-15,2016-06-30
None,Kilmarnock,SCO,1,1172.8182373,2016-05-15,2016-06-30
None,Mladost Lucani,SRB,1,1171.95581055,2016-05-22,2016-06-30
None,Zavrc,SVN,1,1171.53735352,2016-05-22,2016-06-30
None,Vikingur,ISL,0,1170.39440918,2015-07-24,2016-06-30
None,Laci,ALB,0,1170.23413086,2015-12-11,2016-06-28
None,Metalac Gornji Milanovac,SRB,1,1168.5423584,2016-05-22,2016-06-30
None,Dinamo Brest,BLR,1,1168.48620605,2016-06-10,2016-06-15
None,Isloch,BLR,1,1167.37182617,2016-06-06,2016-06-10
None,Krsko,SVN,1,1165.19897461,2016-05-22,2016-06-30
None,Dundalk,IRL,0,1155.70629883,2015-07-24,2016-06-28
None,Radnik Surdulica,SRB,1,1154.98413086,2016-05-22,2016-06-30
None,Vardar,MAC,0,1151.7199707,2015-08-28,2016-06-28
None,Novi Pazar,SRB,1,1150.14416504,2016-05-22,2016-06-30
None,Shkendija,MAC,0,1143.15344238,2015-08-28,2016-06-28
None,Lozinca,SRB,1,1142.40307617,2016-05-22,2016-06-30
None,Krka,SVN,1,1141.68322754,2016-05-22,2016-06-30
None,Renova,MAC,0,1138.26428223,2015-08-28,2016-06-28
None,St Patricks,IRL,0,1136.12548828,2015-07-24,2016-06-28
None,Netanya,ISR,1,1135.00158691,2016-05-15,2016-06-30
None,Shamrock,IRL,0,1132.41748047,2015-07-24,2016-06-28
None,Zalgiris Vilnius,LIT,0,1128.99572754,2015-07-24,2016-06-30
None,Levadia Tallinn,EST,0,1128.27233887,2015-07-24,2016-06-28
None,Puskas Akademia,HUN,1,1127.76306152,2016-05-01,2016-06-30
None,UC Dublin,IRL,0,1123.49511719,2015-07-24,2016-06-28
None,Cork City,IRL,0,1119.4041748,2015-07-24,2016-06-28
None,Skonto,LAT,0,1114.4486084,2015-07-24,2016-06-30
None,Vasas SC,HUN,1,1110.21276855,2016-05-01,2016-06-30
None,OFK,SRB,1,1107.02111816,2016-05-22,2016-06-30
None,Mladost,MNT,0,1106.76611328,2015-07-24,2016-06-28
None,Jagodina,SRB,1,1104.43005371,2016-05-22,2016-06-30
None,Spartaks Jurmala,LAT,0,1102.91345215,2015-07-24,2016-06-30
None,Jelgava,LAT,0,1101.2064209,2015-07-24,2016-06-30
None,Rudar Pljevlja,MNT,0,1097.19104004,2015-07-24,2016-06-28
None,Trakai,LIT,0,1094.93798828,2015-07-24,2016-06-30
None,Bekescsabai,HUN,1,1093.46740723,2016-05-01,2016-06-30
None,Differdang,LUX,0,1087.1307373,2015-07-24,2016-06-28
None,Atlantas,LIT,0,1086.53503418,2015-07-24,2016-06-30
None,Blagoevgrad,BUL,1,1084.93847656,2016-05-29,2016-06-30
None,Podgorica,MNT,0,1083.76464844,2015-07-24,2016-06-28
None,Sutjeska,MNT,0,1083.74560547,2015-07-24,2016-06-28
None,Kruoja,LIT,0,1082.18481445,2015-07-24,2016-06-30
None,Pyunik,ARM,0,1065.33459473,2015-07-24,2016-06-28
None,Dudelange,LUX,0,1064.02172852,2015-07-24,2016-06-28
None,Nomme Kalju,EST,0,1061.41699219,2015-07-24,2016-06-28
None,Linfield,NIR,0,1049.93701172,2015-07-24,2016-06-30
None,Montana 1921,BUL,1,1036.73974609,2016-05-29,2016-06-30
None,Crusaders,NIR,0,1033.71020508,2015-07-24,2016-06-30
None,Shirak,ARM,0,1026.05883789,2015-07-24,2016-06-28
None,Sillamaee Kalev,EST,0,1024.68322754,2015-07-24,2016-06-28
None,Alashkert,ARM,0,1013.57000732,2015-07-24,2016-06-28
None,Newtown AFC,WAL,0,1011.48474121,2015-07-24,2016-06-28
None,The New Saints,WAL,0,1010.68389893,2015-07-24,2016-06-28
None,Glentoran,NIR,0,1009.20770264,2015-07-24,2016-06-30
None,Flora Tallinn,EST,0,1007.35217285,2015-07-24,2016-06-28
None,Glenavon,NIR,0,1003.66235352,2015-07-24,2016-06-30
None,Fola Esch,LUX,0,997.801452637,2015-07-24,2016-06-28
None,Birkirkara,MLT,0,995.651611328,2015-07-24,2016-06-28
None,Broughton,WAL,0,992.600891113,2015-07-24,2016-06-28
None,Bala,WAL,0,991.248352051,2015-07-24,2016-06-28
None,Niedercorn,LUX,0,989.678039551,2015-07-24,2016-06-28
None,Ulisses,ARM,0,980.619934082,2015-07-24,2016-06-28
None,Valletta,MLT,0,975.589111328,2015-07-24,2016-06-28
None,Gota,FAR,0,954.105285645,2015-07-10,2016-06-28
None,Balzan,MLT,0,936.124206543,2015-07-24,2016-06-28
None,Hibernians Paola,MLT,0,933.89453125,2015-07-24,2016-06-28
None,HB Torshavn,FAR,0,897.882751465,2015-07-10,2016-06-28
None,College Europa,GIB,0,896.383422852,2015-07-22,2016-06-28
None,Lincoln,GIB,0,880.979003906,2015-07-22,2016-06-28
None,Runavik,FAR,0,880.451782227,2015-07-10,2016-06-28
None,B 36 Torshavn,FAR,0,866.00567627,2015-07-10,2016-06-28
None,Santa Coloma,AND,0,787.403625488,2015-07-10,2016-06-28
None,Lusitanos,AND,0,775.068664551,2015-07-10,2016-06-28
None,Matecosa Sant Julia,AND,0,772.519836426,2015-07-10,2016-06-28
None,Juvenes,SMR,0,696.204406738,2015-07-10,2016-06-28
None,Folgore,SMR,0,693.877380371,2015-07-10,2016-06-28
None,La Fiorita,SMR,0,689.511291504,2015-07-10,2016-06-28


